id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
1560408,Airy Designer Loft in Williamsburg,8300712,Brooklyn,Williamsburg,40.7133,-73.94602,Entire home/apt,280,1,124,1.77,359
1591811,Sunlit apartment in Williamsburg,8265050,Brooklyn,Williamsburg,40.71188,-73.95155,Entire home/apt,99,2,198,2.78,89
1604488,Private room with stunning view,8548430,Brooklyn,Williamsburg,40.72149,-73.96174,Private room,120,3,142,2.01,37
1606312,Williamsburg 2BR 2BA Hotel Condo,3130819,Brooklyn,Williamsburg,40.72079,-73.95641,Entire home/apt,200,120,12,0.17,306
1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!",8638841,Brooklyn,Williamsburg,40.70537,-73.92975,Private room,65,4,142,2.03,115
1654713,Brooklyn Wildlife Loft rm 2,5556571,Brooklyn,Williamsburg,40.70617,-73.93761,Shared room,40,1,34,0.48,75
1668328,Quiet Williamsburg apartment,8265050,Brooklyn,Williamsburg,40.71084,-73.94861,Entire home/apt,99,2,201,2.85,106
1683968,Landmark Loft in Williamsburg Brooklyn 1 month min,274702,Brooklyn,Williamsburg,40.71108,-73.96318,Entire home/apt,224,31,14,0.2,219
1697047,Charming Private Room with a View,4184612,Brooklyn,Williamsburg,40.71251,-73.947,Private room,115,3,146,2.08,277
1712660,Cosy Room in Great Location -W'burg,2332618,Brooklyn,Williamsburg,40.70833,-73.95395,Private room,89,1,214,3.07,354
1733054,"Williamsburg Brooklyn, Parkside Penthouse NYC View",8072802,Brooklyn,Williamsburg,40.7179,-73.95103,Private room,99,1,340,4.9,263
1743379,Spacious Historic Williamsburg 2/1.5 Townhouse,9177920,Brooklyn,Williamsburg,40.70982,-73.9642,Entire home/apt,250,3,144,2.06,128
1744216,Prime Williamsburg Large bedroom for 1or2 people,2480939,Brooklyn,Williamsburg,40.71973,-73.96071,Private room,85,1,221,4.1,206
1781697,Beautiful 1 bdrm in 2 bdrm apt,1482208,Brooklyn,Williamsburg,40.71284,-73.93965,Private room,99,3,19,0.41,310
1794250,"Large, bright Williamsburg room",7757648,Brooklyn,Williamsburg,40.70683,-73.95375,Private room,65,1,10,0.44,73
1796722,Effortlessly Chic WILLIAMSBURG BK,2140820,Brooklyn,Williamsburg,40.71295,-73.93874,Entire home/apt,190,2,11,0.24,331
1801036,Private room with sleeping loft,8200820,Brooklyn,Williamsburg,40.7187,-73.95133,Private room,45,2,14,0.2,36
1802838,Industrial Modern 1 Bedroom - Prime Williamsburg,2019832,Brooklyn,Williamsburg,40.71875,-73.94935,Entire home/apt,245,2,14,0.76,65
1817905,Amazing views in Williamsburg Condo,9520082,Brooklyn,Williamsburg,40.71454,-73.94965,Entire home/apt,300,2,10,0.15,214
1818820,Urban Cottage in Williamsburg BK,9524360,Brooklyn,Williamsburg,40.71618,-73.94189,Entire home/apt,193,3,164,2.39,256
1827962,Bright & cosy 1 bedroom apartment,9564410,Brooklyn,Williamsburg,40.71766,-73.95634,Entire home/apt,170,3,61,0.9,190
1832120,Heart of Williamsburg,7195403,Brooklyn,Williamsburg,40.71216,-73.96274,Private room,87,3,85,1.35,38
1839341,Modern Waterfront 2Bed Williamsburg,9610339,Brooklyn,Williamsburg,40.71817,-73.96401,Entire home/apt,300,5,14,0.22,188
1865336,Private bedroom in awesome loft apt,9725785,Brooklyn,Williamsburg,40.71338,-73.96833,Private room,88,1,220,3.53,100
1880539,Room in spacious charming loft,9790609,Brooklyn,Williamsburg,40.71216,-73.96615,Private room,85,3,92,1.57,123
1881801,Gorgeous 1.5 Br - 1 block to Subway-9 min to NYC!,8292927,Brooklyn,Williamsburg,40.71394,-73.94193,Entire home/apt,175,2,111,2.4,108
1900616,nice furnished room ground floor,5097458,Brooklyn,Williamsburg,40.71863,-73.94575,Private room,70,3,30,0.6,364
1905865,Zen & Cozy 2Bedroom in Williamsburg,2332618,Brooklyn,Williamsburg,40.70727,-73.95459,Entire home/apt,159,1,15,0.22,194
1922863,Bi-level Loft with a Private Garden,915973,Brooklyn,Williamsburg,40.71715,-73.95527,Entire home/apt,248,3,57,0.9,344
1925224,"Beautiful, large, charming spot",9946315,Brooklyn,Williamsburg,40.71758,-73.9543,Entire home/apt,250,8,79,1.16,78
1929041,BEST PRICE - WILLIAMSBURG 1 ROOM,9265204,Brooklyn,Williamsburg,40.70576,-73.94827,Private room,100,1,1,0.02,44
1956346,THE HEART OF COOL WILLIAMSBURG NYC,5278115,Brooklyn,Williamsburg,40.71746,-73.9607,Entire home/apt,200,1,1,0.02,320
1958765,Stylish 1 BR Loft Apt Williamsburg,10123248,Brooklyn,Williamsburg,40.71688,-73.94584,Entire home/apt,250,2,88,1.31,223
1970017,"Chic & Cheerful Home in Williamsburg, Brooklyn",2052364,Brooklyn,Williamsburg,40.71367,-73.95673,Private room,89,1,25,0.43,78
1975168,Fantastic Williamsburg Waterfront!,1351409,Brooklyn,Williamsburg,40.70978,-73.96854,Private room,100,3,15,0.24,358
1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Brooklyn,Williamsburg,40.71971,-73.95998,Private room,79,3,176,2.63,37
2006452,Sunny Filled Room in Williamsburg,4467316,Brooklyn,Williamsburg,40.71044,-73.93987,Private room,80,30,4,0.08,254
2028178,1BD Modern Contemporary in Williamsburg,10417106,Brooklyn,Williamsburg,40.71491,-73.94864,Private room,85,2,7,0.11,207
2055819,"Garden Oasis, Williamsburg!        ",10528287,Brooklyn,Williamsburg,40.71589,-73.95534,Entire home/apt,164,1,200,3.37,208
2056012,"Rancho Deluxe, Williamsburg! ",10528287,Brooklyn,Williamsburg,40.71542,-73.95652,Entire home/apt,210,1,215,3.2,224
2069051,Your private space in Brooklyn,10581418,Brooklyn,Williamsburg,40.71524,-73.94299,Private room,45,1,17,0.55,354
2071446,Inspiring spacious loft space,3608781,Brooklyn,Williamsburg,40.71955,-73.96049,Private room,94,2,129,2.22,188
2071839,Room in a lovely 2br apartment - East Williamsburg,1939680,Brooklyn,Williamsburg,40.70731,-73.94344,Private room,60,7,5,0.14,3
2107696,Entire 2 BED APARTMENT - WILLIAMSBURG- Best Price,9265204,Brooklyn,Williamsburg,40.70765,-73.94821,Entire home/apt,210,3,7,0.1,343
2111172,Williamsburg. By Bedford L train,8337801,Brooklyn,Williamsburg,40.71872,-73.95496,Private room,110,10,72,1.07,42
2117705,Refreshingly Peaceful Room in Prime Williamsburg,5243832,Brooklyn,Williamsburg,40.71258,-73.96392,Private room,100,5,44,1.68,41
2128761,"Studio 1 block from subway, 10min to Manhattan!",407078,Brooklyn,Williamsburg,40.71558,-73.94355,Entire home/apt,149,2,49,0.73,171
2144033,Williamsburg - country house in NYC,6166889,Brooklyn,Williamsburg,40.71473,-73.96495,Private room,145,1,52,0.82,291
2153435,The best Williamsburg has to offer!,4630562,Brooklyn,Williamsburg,40.71587,-73.96351,Entire home/apt,320,2,172,2.99,330
2175827,Room Bedford Heart of Williamsburg,909577,Brooklyn,Williamsburg,40.71354,-73.96183,Private room,75,2,183,3.03,154
2177004,Sunny Loft in heart of williamsburg - entire loft!,11103721,Brooklyn,Williamsburg,40.71364,-73.96427,Entire home/apt,130,30,6,0.17,39
2203926,"Bright, Modern Two Bedroom With Stunning Rooftop",1451417,Brooklyn,Williamsburg,40.71292,-73.95876,Entire home/apt,325,3,169,3.33,277
2214689,Large Wiliamsburg Private Bedroom,5278391,Brooklyn,Williamsburg,40.71527,-73.94038,Private room,65,4,8,0.19,19
2217609,(Williamsburg) - Large Bedroom w/ Private Bathroom,11313668,Brooklyn,Williamsburg,40.70046,-73.95133,Private room,45,2,26,0.68,241
2265827,Williamsburg Lodge (the best home in Brooklyn),11570627,Brooklyn,Williamsburg,40.70868,-73.95343,Private room,89,3,152,2.67,147
2310594,Studio Apt. in East Williamsburg,4148248,Brooklyn,Williamsburg,40.70972,-73.93864,Entire home/apt,95,4,204,3.1,22
2331154,Spacious Private Room in East Williamsburg,4467316,Brooklyn,Williamsburg,40.70874,-73.93818,Private room,60,30,16,0.28,190
2331929,"Stylish apartment/ Serene Room in Williamsburg, BK",11910223,Brooklyn,Williamsburg,40.71216,-73.94612,Private room,70,90,2,0.03,264
2346296,Private Room in Williamsburg Loft,10792303,Brooklyn,Williamsburg,40.71165,-73.96716,Private room,73,10,19,0.3,13
2400614,Your Very Own Williamsburg Apt!,2297544,Brooklyn,Williamsburg,40.71919,-73.9418,Entire home/apt,179,5,22,0.37,336
2404708,Williamsburg 1 bedroom appartement,12290324,Brooklyn,Williamsburg,40.71952,-73.96281,Entire home/apt,250,5,21,0.35,284
2464673,Beautiful Bright & Airy Guest Room ,1262622,Brooklyn,Williamsburg,40.70669,-73.93578,Private room,100,2,16,0.25,341
2466687,"New, spacious 1BD in Williamsburg",8778997,Brooklyn,Williamsburg,40.71512,-73.94978,Entire home/apt,102,7,26,0.41,2
2472636,Full Floor Apt with NY Skyline views,10431172,Brooklyn,Williamsburg,40.71492,-73.94124,Private room,110,4,66,1.04,323
2487848,Quintessential W'burg Apartment,12358955,Brooklyn,Williamsburg,40.71116,-73.96078,Private room,95,2,156,2.43,274
2487851,Quintessential W'burg Private Room,12358955,Brooklyn,Williamsburg,40.71072,-73.96143,Private room,90,2,142,2.22,306
2500560,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",179679,Brooklyn,Williamsburg,40.71009,-73.95741,Entire home/apt,175,2,46,0.72,14
2509093,Private Room in WILLIAMSBURG,3034421,Brooklyn,Williamsburg,40.71683,-73.95623,Private room,110,1,38,0.63,157
2569808,"Williamsburg, Brooklyn Apartment",10302140,Brooklyn,Williamsburg,40.71075,-73.95676,Entire home/apt,85,10,40,0.64,324
2571224,Williamsburg Bedroom & Study,13165300,Brooklyn,Williamsburg,40.72002,-73.9578,Entire home/apt,90,14,2,0.14,310
2600199,Williamsburg Dream loft,13314736,Brooklyn,Williamsburg,40.70942,-73.94693,Entire home/apt,100,20,7,0.21,327
2615065,Beautiful & Tranquil Oasis in a Great Location,524730,Brooklyn,Williamsburg,40.7165,-73.94842,Entire home/apt,100,30,99,1.57,151
2636762,Beautiful Prime Williamsburg Apt,8481739,Brooklyn,Williamsburg,40.71498,-73.96104,Entire home/apt,152,1,334,5.2,269
2640764,Cozy Room in Williamsburg 3BR,72014,Brooklyn,Williamsburg,40.71112,-73.96268,Private room,79,22,21,0.34,313
2722983,GREAT FOR FAMILIES AND GROUPS!!!,8489537,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,200,2,129,2.03,64
2751311,Beautiful Large Williamsburg Studio,2153455,Brooklyn,Williamsburg,40.71813,-73.95869,Entire home/apt,135,5,33,0.53,76
2760968,Sunny Room in the Heart of it All!,14120733,Brooklyn,Williamsburg,40.71614,-73.96134,Private room,80,2,349,5.54,13
2791758,Bright Modern Room with Balcony and City Views,2637408,Brooklyn,Williamsburg,40.71173,-73.94955,Private room,79,3,115,2.83,111
2863223,Cozy Room with Private Entrance,14586041,Brooklyn,Williamsburg,40.70665,-73.95067,Private room,75,7,18,0.31,87
2874695,Pvt Bedroom in Williamsburg Central,164781,Brooklyn,Williamsburg,40.71242,-73.96793,Private room,100,30,5,0.09,296
2876055,Williamsburg Room - 2 Blocks to L Train,5317082,Brooklyn,Williamsburg,40.71376,-73.94239,Private room,100,21,62,1.22,96
2880806,2B & Private Garden A Williamsburg Spacious Escape,1240820,Brooklyn,Williamsburg,40.71923,-73.95684,Entire home/apt,295,2,110,1.74,151
2969489,"Great Room, Bedford L Train!! (10min to Manhattan)",1012583,Brooklyn,Williamsburg,40.71587,-73.95934,Private room,74,4,106,1.71,25
3012871,Williamsburg Luxury Apton Bedford,1504257,Brooklyn,Williamsburg,40.71756,-73.95579,Entire home/apt,165,8,23,0.38,297
3013404,Cozy Williamsburg Apartment,15134522,Brooklyn,Williamsburg,40.70971,-73.9639,Entire home/apt,200,4,15,0.32,95
3067062,Musician's Private Room,5317082,Brooklyn,Williamsburg,40.71477,-73.94105,Private room,100,21,10,0.17,14
3090922,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",4936720,Brooklyn,Williamsburg,40.7152,-73.95445,Private room,75,1,52,1.29,25
3095348,True Loft in Williamsburg,13125226,Brooklyn,Williamsburg,40.7177,-73.94612,Entire home/apt,200,2,2,0.03,157
3137906,Lovely room in Williamsburg,3814039,Brooklyn,Williamsburg,40.70921,-73.95178,Private room,64,3,47,0.77,282
3172778,PRIME WILLIAMSBURG FAMILY ART LOFT,16109802,Brooklyn,Williamsburg,40.71262,-73.95676,Entire home/apt,170,7,20,0.33,44
3173148,BEAUTIFUL Williamsburg Palace!,6396561,Brooklyn,Williamsburg,40.70675,-73.94984,Private room,70,3,69,1.13,142
3191925,Art Room + Backyard in Williamsburg,3772684,Brooklyn,Williamsburg,40.70667,-73.94921,Private room,99,3,22,0.36,11
3248671,Private Room in Artist's Loft,6032480,Brooklyn,Williamsburg,40.71207,-73.95077,Private room,65,2,152,2.5,80
3258196,"Big sunny room, prime location!",169843,Brooklyn,Williamsburg,40.71601,-73.9587,Private room,89,3,73,1.19,359
3283028,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",16591767,Brooklyn,Williamsburg,40.71165,-73.94708,Entire home/apt,169,5,51,0.83,91
3311821,Williamsburg COZY SUNNY next2train!,430188,Brooklyn,Williamsburg,40.70648,-73.95444,Private room,100,20,62,1.01,240
3349699,Spacious apartment with garden,19402,Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,5,37,0.76,86
3375448,Williamsburg Garden Apartment,2377104,Brooklyn,Williamsburg,40.71122,-73.94985,Entire home/apt,225,2,257,4.21,179
3386226,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",4185064,Brooklyn,Williamsburg,40.71649,-73.96166,Entire home/apt,285,1,89,1.47,110
3410516,Luxurious Living in Williamsburg/Brooklyn,17196239,Brooklyn,Williamsburg,40.71082,-73.95186,Entire home/apt,250,1,7,0.12,170
3414885,Artsy Modern Hideout | Two bedrooms with backyard!,5722995,Brooklyn,Williamsburg,40.71122,-73.94893,Entire home/apt,240,2,87,1.46,77
3441130,New Building in Williamsburg,6045456,Brooklyn,Williamsburg,40.71409,-73.93979,Private room,60,7,16,0.26,313
3486103,Best of Brooklyn & 5 min to Manhattan!,3841446,Brooklyn,Williamsburg,40.71023,-73.95688,Entire home/apt,109,2,214,4.58,127
3493833,Huge Artist Loft with BBQ deck -  WILLIAMSBURG,17592620,Brooklyn,Williamsburg,40.71788,-73.96021,Entire home/apt,318,5,19,0.32,268
3495854,Studio loft - Williamsburg/Bushwick,17601262,Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,2.52,283
3499326,"Sunny, Tall Artsy Loft @ Williamsburg",380728,Brooklyn,Williamsburg,40.71119,-73.96703,Private room,77,6,17,0.29,188
3513303,CHEAP BIG room in Williamsburg,4904811,Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,3.79,125
3549798,Sunny Private Williamsburg Space,6309019,Brooklyn,Williamsburg,40.71474,-73.95662,Entire home/apt,200,2,175,2.93,303
3553361,Awesome Loft in Williamsburg,15735446,Brooklyn,Williamsburg,40.71707,-73.94708,Entire home/apt,200,1,14,0.24,336
3738756,1 BR Beautiful Central Williamsburg,10675384,Brooklyn,Williamsburg,40.72037,-73.9596,Entire home/apt,140,30,21,0.38,252
3749971,Williamsburg Apt. w/ private patio,10094431,Brooklyn,Williamsburg,40.71623,-73.96415,Private room,115,1,78,1.31,8
3764540,"Beautiful 1BR with Yard, Williamsburg",3022504,Brooklyn,Williamsburg,40.7151,-73.95422,Entire home/apt,134,4,46,0.89,32
3782925,Cute apartment with Backyard,3363799,Brooklyn,Williamsburg,40.70967,-73.94945,Entire home/apt,124,5,85,1.45,238
3798941,Williamsburg Penthouse Guestroom,6642777,Brooklyn,Williamsburg,40.71231,-73.95313,Private room,105,1,372,6.23,59
3840000,4 ROOM RAILROAD - WILLIAMSBURG,19783353,Brooklyn,Williamsburg,40.70955,-73.95085,Entire home/apt,90,4,17,0.29,4
3840324,Williamsburg + private patio garden,10366196,Brooklyn,Williamsburg,40.70859,-73.94639,Entire home/apt,120,5,18,0.32,188
3904135,Authentic Williamsburg Appartment,2316267,Brooklyn,Williamsburg,40.7083,-73.94846,Private room,90,1,10,0.17,365
3907603,Nyc! Cozy room in Williamsburg,14890430,Brooklyn,Williamsburg,40.71223,-73.94169,Private room,75,3,174,2.96,311
3930842,1BR+BA IN LXRY CONDO W POOL+PARKING,1568383,Brooklyn,Williamsburg,40.71494,-73.93906,Private room,75,30,1,0.42,271
3943879,Prime Williamsburg loft on Bedford,20435647,Brooklyn,Williamsburg,40.71713,-73.95669,Entire home/apt,175,2,76,1.29,19
3973944,Ground & Rejuvenate PR Williamsburg,1401835,Brooklyn,Williamsburg,40.70974,-73.95612,Private room,89,2,30,0.52,219
4024936,"Beautiful, Bright, Williamsburg apt",10263619,Brooklyn,Williamsburg,40.71908,-73.95675,Entire home/apt,120,2,135,2.32,66
4039020,"HUGE, PRIVATE BATH, STEPS FRM TRAIN",430188,Brooklyn,Williamsburg,40.70588,-73.95422,Private room,140,5,1,0.02,185
4066224,Williamsburg Gem With Private Patio!,4050500,Brooklyn,Williamsburg,40.71236,-73.9379,Entire home/apt,200,1,170,2.96,303
4088506,"Modern, central WBurg 2BR w/rooftop",2436652,Brooklyn,Williamsburg,40.71381,-73.96065,Entire home/apt,160,30,44,0.76,226
4120122,Cosy room in Williamsburg,21373495,Brooklyn,Williamsburg,40.7105,-73.9438,Private room,65,1,113,3.99,308
4163781,Sun Soaked & Cozy PR Williamsburg,1401835,Brooklyn,Williamsburg,40.71007,-73.95653,Private room,99,3,19,0.33,354
4171406,Private room in artist's loft!,6032480,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,1.49,38
4182568,WilliamsburgBrooklynPrivateBedroom,3267848,Brooklyn,Williamsburg,40.70969,-73.96225,Private room,150,1,12,0.21,180
4233025,Huge Loft in Brooklyn 15 mins from Manhattan,651771,Brooklyn,Williamsburg,40.7068,-73.93772,Entire home/apt,150,4,17,0.3,170
4244528,Williamsburg Beauty,4162754,Brooklyn,Williamsburg,40.71295,-73.9623,Private room,80,1,52,1.12,297
4277724,"Bright, Spacious Wburg APT w/ VIEW!",6894447,Brooklyn,Williamsburg,40.71484,-73.96742,Entire home/apt,195,2,57,0.99,15
4308633,Wonderful Willi!,22364611,Brooklyn,Williamsburg,40.71603,-73.9547,Private room,94,2,46,0.9,267
4311648,Modern & Sunny w/ Private Terrace,4644513,Brooklyn,Williamsburg,40.71436,-73.96362,Entire home/apt,285,3,43,0.75,12
4365276,Entire 2BR APT (not a railroad),3081990,Brooklyn,Williamsburg,40.70698,-73.95406,Entire home/apt,170,1,141,3.05,28
4387152,Petit chalet with secret garden,22262958,Brooklyn,Williamsburg,40.71142,-73.95535,Entire home/apt,160,3,87,1.63,302
4429337,"Large, stylish & sun-filled 1BDRM loft",1728899,Brooklyn,Williamsburg,40.70789,-73.94811,Entire home/apt,120,2,19,1.82,11
4453484,Prime Artist Loft &  Exposed Brick,2166065,Brooklyn,Williamsburg,40.71909,-73.95897,Entire home/apt,250,2,103,1.87,315
4469264,Cute brick wall Br in Williamsburg.,10304755,Brooklyn,Williamsburg,40.71156,-73.95826,Private room,80,2,108,1.93,4
4482783,"❤️ of Wburg, Private Living+Entrance",1869332,Brooklyn,Williamsburg,40.7188,-73.95775,Private room,139,2,6,0.12,36
4532435,Beautiful 2 Bedroom Apartment in Williamsburg,13888249,Brooklyn,Williamsburg,40.70798,-73.95374,Entire home/apt,165,3,15,0.27,158
4532913,Williamsburg private clean cozy RM,20164579,Brooklyn,Williamsburg,40.71909,-73.95998,Private room,45,1,170,5.9,245
4553528,Brownstone Williamsburg room with skylight Create,2480939,Brooklyn,Williamsburg,40.71839,-73.95996,Private room,58,1,210,3.8,217
4553721,Art Large bedroom  Brownstone for 1 or 2 persons,2480939,Brooklyn,Williamsburg,40.71994,-73.9599,Private room,90,1,194,3.81,229
4582781,Prime Williamsburg duplex Bedford L,6780571,Brooklyn,Williamsburg,40.71765,-73.95772,Entire home/apt,220,2,79,1.62,143
4708314,Spacious Williamsburg Retreat,1265619,Brooklyn,Williamsburg,40.72018,-73.96055,Entire home/apt,120,2,8,0.16,8
4727369,Sunny and spacious private room,24413323,Brooklyn,Williamsburg,40.70828,-73.95481,Private room,65,1,13,0.24,128
4727731,Prime Williamsburg Loft Oasis with Garden!,18746337,Brooklyn,Williamsburg,40.71064,-73.96335,Entire home/apt,250,2,5,5.0,204
4744487,Williamsburg Carriage House w/ yard,24487842,Brooklyn,Williamsburg,40.71181,-73.95736,Entire home/apt,118,30,29,0.52,295
4756578,"Clean | Green | Spacious
WB BK Sanctuary! 2BR/2BA",24544724,Brooklyn,Williamsburg,40.71383,-73.96289,Entire home/apt,298,3,16,0.39,4
4774924,Sunny and Quiet Williamsburg Room,6465286,Brooklyn,Williamsburg,40.71217,-73.96367,Private room,100,2,32,0.55,74
4783437,Amazing Private & Cozy Williamsburg Room *rooftop*,186888,Brooklyn,Williamsburg,40.70936,-73.94109,Private room,75,3,125,3.26,134
4786675,Contemporary Luxury Studio Apartment,23852000,Brooklyn,Williamsburg,40.71975,-73.96285,Entire home/apt,148,30,16,0.37,195
4824310,Lovley loft in Williamsburg!,7402258,Brooklyn,Williamsburg,40.7091,-73.94279,Entire home/apt,100,3,18,0.33,3
4824361,Modern Living,1445060,Brooklyn,Williamsburg,40.70777,-73.94816,Private room,150,4,3,0.21,362
4832126,HUGE SUNNY SUITE w Private Entrance 3 min to city,6707311,Brooklyn,Williamsburg,40.71895,-73.95604,Private room,73,2,39,0.71,260
4860876,Huge Classic Williamsburg 2BR loft,2503221,Brooklyn,Williamsburg,40.72104,-73.96034,Entire home/apt,295,2,75,1.5,339
4880542,Artists Home with Large  Sunny Backyard+Parking,66276,Brooklyn,Williamsburg,40.7077,-73.94785,Entire home/apt,190,6,8,0.16,5
