,id,neighbourhood,price,stay_type
5755,7783855,Bedford Stuyvesant,175.0,1
5756,7784365,Hunters Point,90.0,1
5757,7787799,Bushwick,50.0,1
5758,7787983,Jamaica,52.0,1
5759,7788880,Bushwick,47.0,1
5760,7789213,Bushwick,47.0,1
5761,7789346,Bushwick,47.0,1
5762,7789408,Bushwick,47.0,1
5763,7789850,Crown Heights,80.0,1
5764,7790838,Upper East Side,142.0,1
5765,7791635,Eastchester,62.0,1
5766,7791636,Eastchester,45.0,1
5767,7798542,Flatbush,80.0,1
5768,7799045,Harlem,173.0,1
5769,7800079,Williamsburg,100.0,1
5770,7800835,Bedford Stuyvesant,160.0,1
5771,7800905,Williamsburg,116.0,1
5772,7801262,Harlem,104.0,1
5773,7801783,East Village,200.0,1
5774,7804337,Williamsburg,94.0,1
5775,7806322,East New York,155.0,1
5776,7809535,Clinton Hill,145.0,1
5777,7814575,Park Slope,195.0,1
5778,7819539,East Flatbush,100.0,1
5779,7823546,Williamsburg,70.0,1
5780,7824945,Upper West Side,75.0,1
5781,7826033,Harlem,88.0,1
5782,7827908,Bushwick,63.0,1
5783,7834765,Clinton Hill,90.0,1
5784,7837816,Bedford Stuyvesant,60.0,1
5785,7837952,Flatiron District,221.0,1
5786,7839096,Midtown,250.0,1
5787,7840953,Bedford Stuyvesant,105.0,1
5788,7843320,Williamsburg,150.0,1
5789,7843582,Crown Heights,119.0,1
5790,7843604,Harlem,100.0,1
5791,7843851,Crown Heights,85.0,1
5792,7850400,Lower East Side,295.0,1
5793,7851219,Williamsburg,60.0,1
5794,7853561,Gramercy,200.0,1
5795,7854307,Williamsburg,60.0,1
5796,7856476,Randall Manor,69.0,1
5797,7856749,Boerum Hill,123.0,1
5798,7857185,Midtown,135.0,1
5799,7858468,Clinton,99.0,1
5800,7858532,Crown Heights,55.0,1
5801,7858673,Williamsburg,60.0,1
5802,7859630,Bedford Stuyvesant,40.0,1
5803,7859723,Chelsea,120.0,1
5804,7860155,Upper East Side,89.0,1
5805,7862762,Financial District,150.0,1
5806,7867890,Upper West Side,140.0,1
5807,7869876,Port Morris,90.0,1
5808,7870258,Williamsburg,60.0,1
5809,7870403,Hunters Point,138.0,1
5810,7871818,Bushwick,109.0,1
5811,7871858,Bedford Stuyvesant,135.0,1
5812,7871985,Astoria,58.0,1
5813,7873655,Williamsburg,60.0,1
5814,7886635,Williamsburg,60.0,1
5815,7887966,Astoria,100.0,1
5816,7889596,Bensonhurst,79.0,1
5817,7891403,Fort Greene,285.0,1
5818,7894007,Arverne,200.0,1
5819,7899658,East Harlem,140.0,1
5820,7900575,West Village,200.0,1
5821,7900908,Gramercy,250.0,1
5822,7900957,Bedford Stuyvesant,74.0,1
5823,7901635,Williamsburg,60.0,1
5824,7902089,Upper East Side,150.0,1
5825,7902556,Financial District,98.0,1
5826,7908355,Clinton Hill,108.0,1
5827,7911437,Maspeth,60.0,1
5828,7911917,East Village,140.0,1
5829,7914369,Bedford Stuyvesant,120.0,1
5830,7915596,Bushwick,75.0,1
5831,7917251,Lower East Side,95.0,1
5832,7919372,Crown Heights,75.0,1
5833,7920072,East Village,96.0,1
5834,7920170,Washington Heights,50.0,1
5835,7927838,Bedford Stuyvesant,95.0,1
5836,7929441,Williamsburg,105.0,1
5837,7933257,Bedford Stuyvesant,120.0,1
5838,7937398,Bedford Stuyvesant,72.0,1
5839,7937553,Bensonhurst,99.0,1
5840,7945940,West Village,225.0,1
5841,7949344,Bushwick,80.0,1
5842,7949480,City Island,107.0,1
5843,7951281,Fort Greene,200.0,1
5844,7951346,East Elmhurst,42.0,1
5845,7952963,Gramercy,160.0,1
5846,7953819,Bedford Stuyvesant,150.0,1
5847,7955889,Harlem,73.0,1
5848,7955984,Harlem,73.0,1
5849,7967503,Clinton,165.0,1
5850,7967922,Ridgewood,52.0,1
5851,7968983,East New York,275.0,1
5852,7969111,Chelsea,135.0,1
5853,7972210,Bushwick,100.0,1
5854,7973484,Upper East Side,115.0,1
5855,7974235,Flatbush,99.0,1
5856,7975360,Harlem,180.0,1
5857,7979237,Prospect Heights,60.0,1
5858,7983640,Williamsburg,250.0,1
5859,7984555,Carroll Gardens,150.0,1
5860,7987212,Williamsburg,68.0,1
5861,7987971,Clinton Hill,70.0,1
5862,7995078,Harlem,65.0,1
5863,7995140,Williamsburg,170.0,1
5864,7999574,Prospect Heights,280.0,1
5865,8002080,Bensonhurst,65.0,1
5866,8009332,Sheepshead Bay,48.0,1
5867,8010033,Washington Heights,110.0,1
5868,8012976,Financial District,120.0,1
5869,8013358,Bedford Stuyvesant,240.0,1
5870,8021914,Upper West Side,152.0,1
5871,8024051,Prospect Heights,150.0,1
5872,8025808,Chinatown,300.0,1
5873,8028767,Sunnyside,55.0,1
5874,8033609,Gowanus,119.0,1
5875,8034665,Harlem,250.0,1
5876,8040050,Upper West Side,163.0,1
5877,8044856,Williamsburg,135.0,1
5878,8045421,Chelsea,129.0,1
5879,8045552,Astoria,87.0,1
5880,8054523,Williamsburg,130.0,1
5881,8054651,Bedford Stuyvesant,79.0,1
5882,8055508,Bedford Stuyvesant,69.0,1
5883,8055582,Bedford Stuyvesant,79.0,1
5884,8055598,Washington Heights,147.0,1
5885,8055721,Bedford Stuyvesant,79.0,1
5886,8055778,Bedford Stuyvesant,69.0,1
5887,8055859,Bushwick,70.0,1
5888,8058693,Clinton Hill,119.0,1
5889,8061409,Bushwick,49.0,1
5890,8063109,Bedford Stuyvesant,132.0,1
5891,8063277,Williamsburg,155.0,1
5892,8066385,Clinton Hill,104.0,1
5893,8068089,Lower East Side,80.0,1
5894,8068363,Williamsburg,89.0,1
5895,8069858,Chinatown,59.0,1
5896,8071687,SoHo,350.0,1
5897,8075854,Midtown,180.0,1
5898,8081037,Financial District,189.0,1
5899,8081193,Hunters Point,195.0,1
5900,8086028,Greenpoint,140.0,1
5901,8087274,Bushwick,65.0,1
5902,8088779,Clinton,250.0,1
5903,8089270,Upper East Side,155.0,1
5904,8097567,Prospect Heights,85.0,1
5905,8103766,Chinatown,130.0,1
5906,8106774,Harlem,165.0,1
5907,8107212,Williamsburg,70.0,1
5908,8108376,Fresh Meadows,100.0,1
5909,8111321,Astoria,70.0,1
5910,8115321,Jackson Heights,75.0,1
5911,8115423,Jackson Heights,75.0,1
5912,8117213,Chelsea,225.0,1
5913,8117729,East Village,250.0,1
5914,8118112,Bedford Stuyvesant,125.0,1
5915,8119018,Upper East Side,110.0,1
5916,8125640,Murray Hill,100.0,1
5917,8126282,West Village,205.0,1
5918,8126777,Williamsburg,90.0,1
5919,8132082,Bedford Stuyvesant,103.0,1
5920,8133275,East Flatbush,97.0,1
5921,8135144,Clinton,245.0,1
5922,8145603,Astoria,80.0,1
5923,8151183,Bushwick,120.0,1
5924,8151782,Prospect Lefferts Gardens,100.0,1
5925,8151925,Lower East Side,159.0,1
5926,8152675,East Village,200.0,1
5927,8155028,Battery Park,165.0,1
5928,8160542,Tribeca,100.0,1
5929,8162607,Upper West Side,185.0,1
5930,8164402,Upper East Side,159.0,1
5931,8167145,Astoria,135.0,1
5932,8167182,Harlem,150.0,1
5933,8167884,Greenpoint,165.0,1
5934,8168619,East Elmhurst,46.0,1
5935,8170917,Clinton,200.0,1
5936,8171965,Hunters Point,100.0,1
5937,8172995,East Harlem,150.0,1
5938,8173434,Bedford Stuyvesant,239.0,1
5939,8173559,Sunset Park,70.0,1
5940,8173609,Harlem,200.0,1
5941,8174635,Bedford Stuyvesant,45.0,1
5942,8183563,East Village,250.0,1
5943,8185845,Upper East Side,249.0,1
5944,8189121,Carroll Gardens,115.0,1
5945,8190747,Woodside,75.0,1
5946,8192443,Williamsburg,60.0,1
5947,8192768,Harlem,120.0,1
5948,8192789,Harlem,150.0,1
5949,8204305,Upper West Side,92.0,1
5950,8208090,Bushwick,200.0,1
5951,8208285,East Village,180.0,1
5952,8210379,Prospect Heights,60.0,1
5953,8210423,Chelsea,95.0,1
5954,8210840,Bedford Stuyvesant,230.0,1
5955,8212051,East Flatbush,95.0,1
5956,8213227,Harlem,42.0,1
5957,8213488,Bedford Stuyvesant,70.0,1
5958,8217454,Clinton Hill,199.0,1
5959,8219648,Washington Heights,65.0,1
5960,8221965,Clinton,190.0,1
5961,8222742,Greenwich Village,200.0,1
5962,8223230,Greenpoint,98.0,1
5963,8224368,Bushwick,120.0,1
5964,8225035,Flatlands,130.0,1
5965,8225997,East Village,125.0,1
5966,8228217,Flatbush,55.0,1
5967,8231648,Washington Heights,68.0,1
5968,8238934,Harlem,100.0,1
5969,8239352,Maspeth,59.0,1
5970,8239650,Throggs Neck,325.0,1
5971,8240016,Bushwick,98.0,1
5972,8241545,Bedford Stuyvesant,69.0,1
5973,8250280,Kensington,70.0,1
5974,8250925,East Village,90.0,1
5975,8252369,Williamsburg,85.0,1
5976,8254405,Harlem,42.0,1
5977,8255964,Crown Heights,150.0,1
5978,8256749,Bushwick,100.0,1
5979,8256930,Park Slope,85.0,1
5980,8265482,West Farms,79.0,1
5981,8266641,Bedford Stuyvesant,139.0,1
5982,8268465,Harlem,70.0,1
5983,8268849,SoHo,199.0,1
5984,8269681,East Harlem,75.0,1
5985,8270710,Windsor Terrace,99.0,1
5986,8272122,Astoria,100.0,1
5987,8272327,Cobble Hill,225.0,1
5988,8272749,Brooklyn Heights,99.0,1
5989,8274113,Bedford Stuyvesant,67.0,1
5990,8274440,Harlem,180.0,1
5991,8274516,Upper West Side,100.0,1
5992,8274711,Harlem,125.0,1
5993,8275331,Williamsbridge,65.0,1
5994,8275346,Borough Park,52.0,1
5995,8275676,Great Kills,99.0,1
5996,8276819,Flatlands,130.0,1
5997,8276961,Clinton,189.0,1
5998,8281889,Williamsburg,150.0,1
5999,8287001,Flatbush,41.0,1
6000,8291897,Sheepshead Bay,45.0,1
6001,8293281,Prospect Heights,125.0,1
6002,8301159,Harlem,57.0,1
6003,8301850,Bedford Stuyvesant,160.0,1
6004,8303074,Crown Heights,250.0,1
6005,8303337,Morningside Heights,194.0,1
6006,8304809,Crown Heights,205.0,1
6007,8305649,Flatlands,129.0,1
6008,8308683,East New York,75.0,1
6009,8308797,Sheepshead Bay,45.0,1
6010,8313551,Sunnyside,125.0,1
6011,8316959,Astoria,175.0,1
6012,8319488,Park Slope,300.0,1
6013,8319784,Upper East Side,249.0,1
6014,8320129,Upper East Side,199.0,1
6015,8321236,Brownsville,60.0,1
6016,8322478,Bedford Stuyvesant,135.0,1
6017,8323015,East Flatbush,90.0,1
6018,8326389,Harlem,85.0,1
6019,8327302,Flatbush,62.0,1
6020,8327773,Bedford Stuyvesant,155.0,1
6021,8334574,East Village,140.0,1
6022,8335539,Bushwick,50.0,1
6023,8339036,Midwood,78.0,1
6024,8339140,Chinatown,139.0,1
6025,8341556,Harlem,55.0,1
6026,8342009,Hunters Point,120.0,1
6027,8343222,Silver Lake,80.0,1
6028,8354383,Gramercy,239.0,1
6029,8364979,Williamsburg,200.0,1
6030,8367486,Upper West Side,99.0,1
6031,8368794,Chelsea,140.0,1
6032,8369857,Flatlands,125.0,1
6033,8369895,Chelsea,299.0,1
6034,8370236,Flatbush,55.0,1
6035,8372368,Bedford Stuyvesant,65.0,1
6036,8381953,Harlem,124.0,1
6037,8382660,Bay Ridge,85.0,1
6038,8385108,Harlem,100.0,1
6039,8388864,Boerum Hill,59.0,1
6040,8389259,Upper East Side,300.0,1
6041,8389302,Fort Greene,135.0,1
6042,8391096,Upper East Side,185.0,1
6043,8398955,East Elmhurst,50.0,1
6044,8407577,Clinton,360.0,1
6045,8407963,Midtown,185.0,1
6046,8409178,Midtown,195.0,1
6047,8409459,Greenpoint,150.0,1
6048,8414314,Williamsburg,65.0,1
6049,8416015,Jackson Heights,104.0,1
6050,8420870,Gramercy,190.0,1
6051,8423636,Crown Heights,80.0,1
6052,8423666,Bellerose,65.0,1
6053,8426584,Prospect Lefferts Gardens,80.0,1
6054,8427638,Upper West Side,190.0,1
6055,8431626,Bedford Stuyvesant,52.0,1
6056,8431906,Bedford Stuyvesant,110.0,1
6057,8438775,Upper West Side,137.0,1
6058,8439145,Midtown,149.0,1
6059,8440352,Lower East Side,70.0,1
6060,8441969,Astoria,99.0,1
6061,8442642,Astoria,109.0,1
6062,8442997,Washington Heights,235.0,1
6063,8444115,Lower East Side,250.0,1
6064,8444227,SoHo,95.0,1
6065,8444619,Upper East Side,85.0,1
6066,8446914,Inwood,125.0,1
6067,8454886,Crown Heights,160.0,1
6068,8456825,Bushwick,70.0,1
6069,8458505,East Flatbush,55.0,1
6070,8458966,Upper East Side,95.0,1
6071,8459183,Lower East Side,250.0,1
6072,8459744,East Elmhurst,89.0,1
6073,8460304,Midtown,285.0,1
6074,8470281,Harlem,60.0,1
6075,8472069,Williamsburg,80.0,1
6076,8473811,Bedford Stuyvesant,200.0,1
6077,8474859,Columbia Street Waterfront District,130.0,1
6078,8479799,Upper West Side,135.0,1
6079,8480087,Upper West Side,165.0,1
6080,8482165,Astoria,52.0,1
6081,8496622,Chinatown,99.0,1
6082,8499719,Astoria,75.0,1
6083,8504666,Bedford Stuyvesant,200.0,1
6084,8504873,East Village,149.0,1
6085,8505781,Jamaica,55.0,1
6086,8506757,Brooklyn Heights,195.0,1
6087,8507219,Astoria,80.0,1
6088,8507768,Upper East Side,70.0,1
6089,8511404,Chinatown,90.0,1
6090,8516438,East Village,149.0,1
6091,8518051,Clason Point,100.0,1
6092,8520094,East Village,199.0,1
6093,8520667,Bushwick,50.0,1
6094,8521692,East Village,330.0,1
6095,8522933,Flatbush,77.0,1
6096,8525172,Upper East Side,62.0,1
6097,8525477,Richmond Hill,55.0,1
6098,8530517,Sunset Park,172.0,1
6099,8532358,Crown Heights,60.0,1
6100,8532763,Boerum Hill,72.0,1
6101,8533225,Bushwick,229.0,1
6102,8533457,Jamaica,70.0,1
6103,8534267,East Flatbush,40.0,1
6104,8534893,East Village,99.0,1
6105,8535125,Astoria,100.0,1
6106,8535434,SoHo,125.0,1
6107,8536270,Murray Hill,190.0,1
6108,8541991,Midwood,99.0,1
6109,8547691,Clinton,135.0,1
6110,8549497,Greenpoint,122.0,1
6111,8552070,Greenpoint,70.0,1
6112,8555250,Midtown,115.0,1
6113,8555872,Boerum Hill,74.0,1
6114,8558627,East New York,48.0,1
6115,8568094,Harlem,100.0,1
6116,8571594,Bedford Stuyvesant,145.0,1
6117,8576773,West Village,289.0,1
6118,8588621,Crown Heights,60.0,1
6119,8589444,Williamsburg,70.0,1
6120,8589729,St. George,144.0,1
6121,8593656,East Harlem,75.0,1
6122,8593798,Crown Heights,80.0,1
6123,8595036,Astoria,69.0,1
6124,8595149,Upper East Side,150.0,1
6125,8597141,Woodside,50.0,1
6126,8608243,Downtown,150.0,1
6127,8609130,SoHo,150.0,1
6128,8609779,Bedford Stuyvesant,120.0,1
6129,8611817,Harlem,60.0,1
6130,8612715,Astoria,70.0,1
6131,8613175,Clinton,239.0,1
6132,8614204,Prospect Lefferts Gardens,89.0,1
6133,8615062,West Village,239.0,1
6134,8616888,Crown Heights,360.0,1
6135,8620134,Upper East Side,115.0,1
6136,8621133,Lower East Side,207.0,1
6137,8622301,Astoria,120.0,1
6138,8623370,Queens Village,85.0,1
6139,8624104,Flatbush,45.0,1
6140,8627561,Carroll Gardens,160.0,1
6141,8627973,Elmhurst,40.0,1
6142,8628425,Park Slope,49.0,1
6143,8630185,Greenpoint,89.0,1
6144,8630560,Upper West Side,220.0,1
6145,8630662,East Village,99.0,1
6146,8634515,Harlem,130.0,1
6147,8635762,Queens Village,59.0,1
6148,8646618,Astoria,77.0,1
6149,8647773,Park Slope,149.0,1
6150,8648818,Astoria,57.0,1
6151,8649999,Jackson Heights,55.0,1
6152,8650119,Bay Ridge,60.0,1
6153,8650854,Washington Heights,64.0,1
6154,8651132,Crown Heights,40.0,1
6155,8651887,Washington Heights,50.0,1
6156,8652729,Harlem,49.0,1
6157,8654929,Bushwick,45.0,1
6158,8662518,Bay Ridge,89.0,1
6159,8662997,Williamsburg,285.0,1
6160,8663101,Upper West Side,100.0,1
6161,8664611,Randall Manor,75.0,1
6162,8667280,Sunset Park,195.0,1
6163,8668115,Crown Heights,50.0,1
6164,8668418,Clinton,115.0,1
6165,8671663,Grasmere - Concord,120.0,1
6166,8672280,Midtown,250.0,1
6167,8682875,Upper East Side,155.0,1
6168,8683858,Flushing,60.0,1
6169,8684074,Laurelton,42.0,1
6170,8684886,Greenwood,120.0,1
6171,8686361,Astoria,50.0,1
6172,8687556,Kensington,90.0,1
6173,8688783,Upper East Side,275.0,1
6174,8689608,Harlem,100.0,1
6175,8693545,Washington Heights,99.0,1
6176,8703711,Prospect Lefferts Gardens,98.0,1
6177,8703888,Jackson Heights,50.0,1
6178,8704528,Red Hook,50.0,1
6179,8712309,Bedford Stuyvesant,110.0,1
6180,8713401,Brighton Beach,110.0,1
6181,8719522,Upper East Side,190.0,1
6182,8720923,Lower East Side,90.0,1
6183,8729771,Harlem,130.0,1
6184,8729960,East Harlem,65.0,1
6185,8731667,Flatbush,63.0,1
6186,8733472,Kew Gardens,100.0,1
6187,8733480,Morningside Heights,60.0,1
6188,8734174,Harlem,117.0,1
6189,8735399,Williamsburg,175.0,1
6190,8736973,Midtown,148.0,1
6191,8738025,Prospect Lefferts Gardens,100.0,1
6192,8738086,Clinton,200.0,1
6193,8739326,Chinatown,199.0,1
6194,8740683,Midtown,115.0,1
6195,8741446,Astoria,187.0,1
6196,8741489,Harlem,88.0,1
6197,8750772,East Village,260.0,1
6198,8752714,Midtown,100.0,1
6199,8753832,Harlem,100.0,1
6200,8754560,Harlem,64.0,1
6201,8755259,Carroll Gardens,125.0,1
6202,8760442,Jackson Heights,85.0,1
6203,8761292,Corona,40.0,1
6204,8762135,Bedford Stuyvesant,180.0,1
6205,8763502,Williamsburg,150.0,1
6206,8764617,Chinatown,63.0,1
6207,8775324,Crown Heights,50.0,1
6208,8775910,Gramercy,125.0,1
6209,8776479,Williamsburg,140.0,1
6210,8777936,Carroll Gardens,250.0,1
6211,8782401,Inwood,140.0,1
6212,8793166,Bedford Stuyvesant,91.0,1
6213,8793503,Bedford Stuyvesant,40.0,1
6214,8796283,Bedford Stuyvesant,130.0,1
6215,8797770,Financial District,100.0,1
6216,8798499,Chinatown,62.0,1
6217,8800003,Harlem,95.0,1
6218,8800996,Flatbush,40.0,1
6219,8801963,Bushwick,54.0,1
6220,8806104,Harlem,150.0,1
6221,8806783,Midtown,250.0,1
6222,8809420,Bushwick,73.0,1
6223,8813306,Clinton,185.0,1
6224,8813854,Clinton,175.0,1
6225,8814936,Williamsburg,325.0,1
6226,8816070,Washington Heights,80.0,1
6227,8816465,Bedford Stuyvesant,135.0,1
6228,8819442,Lower East Side,261.0,1
6229,8823897,Crown Heights,57.0,1
6230,8825297,East Harlem,225.0,1
6231,8830825,Prospect Lefferts Gardens,65.0,1
6232,8838957,SoHo,165.0,1
6233,8842793,Little Italy,179.0,1
6234,8843681,Bedford Stuyvesant,115.0,1
6235,8843995,Bedford Stuyvesant,100.0,1
6236,8844402,Astoria,75.0,1
6237,8845289,Harlem,290.0,1
6238,8845441,Bushwick,56.0,1
6239,8845805,Washington Heights,95.0,1
6240,8845951,Harlem,70.0,1
6241,8846293,Jamaica,45.0,1
6242,8847542,Bushwick,55.0,1
6243,8849684,Clinton Hill,105.0,1
6244,8849758,Bedford Stuyvesant,45.0,1
6245,8857546,Laurelton,45.0,1
6246,8857842,Clinton Hill,95.0,1
6247,8860450,Gramercy,190.0,1
6248,8861269,Harlem,170.0,1
6249,8863320,Prospect Heights,115.0,1
6250,8864262,West Village,225.0,1
6251,8866178,Clinton,135.0,1
6252,8869383,Prospect Lefferts Gardens,40.0,1
6253,8869857,Flushing,50.0,1
6254,8873479,Gramercy,124.0,1
6255,8877466,Bushwick,65.0,1
6256,8878172,Inwood,57.0,1
6257,8880999,Bushwick,90.0,1
6258,8881253,Clinton,130.0,1
6259,8883269,Maspeth,100.0,1
6260,8884181,Bedford Stuyvesant,200.0,1
6261,8886292,Woodside,170.0,1
6262,8887907,Inwood,50.0,1
6263,8889118,Little Italy,189.0,1
6264,8894773,Bushwick,60.0,1
6265,8899476,Bushwick,85.0,1
6266,8901538,Longwood,60.0,1
6267,8905651,Williamsburg,59.0,1
6268,8906260,Harlem,65.0,1
6269,8907184,Williamsburg,259.0,1
6270,8914649,Bushwick,95.0,1
6271,8916387,Upper West Side,133.0,1
6272,8916716,Clinton,259.0,1
6273,8916960,Park Slope,150.0,1
6274,8924966,Sunnyside,99.0,1
6275,8925072,Bushwick,70.0,1
6276,8929521,Crown Heights,88.0,1
6277,8931635,Park Slope,140.0,1
6278,8932049,East Harlem,80.0,1
6279,8937816,Williamsburg,195.0,1
6280,8941820,Woodside,70.0,1
6281,8942272,Bushwick,55.0,1
6282,8942367,Bushwick,45.0,1
6283,8942467,Borough Park,96.0,1
6284,8943358,SoHo,82.0,1
6285,8950419,Chinatown,145.0,1
6286,8951083,Greenpoint,169.0,1
6287,8951315,East Flatbush,75.0,1
6288,8952816,Astoria,45.0,1
6289,8953200,Astoria,55.0,1
6290,8953404,Astoria,55.0,1
6291,8953625,Astoria,48.0,1
6292,8954037,Astoria,50.0,1
6293,8955543,Prospect Lefferts Gardens,65.0,1
6294,8955750,Sunset Park,140.0,1
6295,8956253,Prospect Lefferts Gardens,95.0,1
6296,8957187,Harlem,73.0,1
6297,8971258,Canarsie,169.0,1
6298,8971863,East Flatbush,45.0,1
6299,8972957,Bedford Stuyvesant,150.0,1
6300,8973873,Clinton Hill,120.0,1
6301,8974316,Harlem,47.0,1
6302,8975190,Sheepshead Bay,129.0,1
6303,8975201,Sheepshead Bay,119.0,1
6304,8985316,Upper East Side,100.0,1
6305,8987285,Bushwick,65.0,1
6306,8988451,Concourse,95.0,1
6307,8989320,Harlem,175.0,1
6308,8993871,Elmhurst,65.0,1
6309,8993887,Bedford Stuyvesant,42.0,1
6310,8994058,East Flatbush,60.0,1
6311,8995042,Bedford Stuyvesant,50.0,1
6312,8995426,Hunters Point,55.0,1
6313,9003691,Chelsea,109.0,1
6314,9004946,Bedford Stuyvesant,105.0,1
6315,9004969,East Harlem,150.0,1
6316,9006920,East Flatbush,40.0,1
6317,9007591,Park Slope,105.0,1
6318,9007767,Midtown,135.0,1
6319,9013280,Bedford Stuyvesant,70.0,1
6320,9013350,Clinton Hill,120.0,1
6321,9015649,Morningside Heights,125.0,1
6322,9016650,Upper East Side,170.0,1
6323,9022913,Bedford Stuyvesant,249.0,1
6324,9025421,Bushwick,89.0,1
6325,9025565,Greenpoint,159.0,1
6326,9026203,Gravesend,70.0,1
6327,9026485,Financial District,169.0,1
6328,9028493,Greenpoint,90.0,1
6329,9028589,Gramercy,305.0,1
6330,9029289,Upper West Side,88.0,1
6331,9030997,Upper East Side,110.0,1
6332,9043652,SoHo,190.0,1
6333,9043722,Financial District,239.0,1
6334,9045876,Harlem,175.0,1
6335,9046203,Bedford Stuyvesant,130.0,1
6336,9047816,Hunters Point,100.0,1
6337,9048630,Inwood,75.0,1
6338,9050105,Prospect Lefferts Gardens,125.0,1
6339,9050373,Flatbush,97.0,1
6340,9051437,Crown Heights,140.0,1
6341,9051763,Bedford Stuyvesant,57.0,1
6342,9061331,Harlem,180.0,1
6343,9062515,Greenpoint,175.0,1
6344,9064714,Hunters Point,90.0,1
6345,9065297,Washington Heights,150.0,1
6346,9075249,Clinton Hill,65.0,1
6347,9078222,Prospect Lefferts Gardens,150.0,1
6348,9079628,Sheepshead Bay,98.0,1
6349,9079871,East Flatbush,165.0,1
6350,9093219,Harlem,90.0,1
6351,9093866,Harlem,165.0,1
6352,9096381,Bedford Stuyvesant,120.0,1
6353,9104995,Clinton,125.0,1
6354,9107846,Upper West Side,75.0,1
6355,9110135,East Harlem,110.0,1
6356,9112463,Upper East Side,145.0,1
6357,9112676,Upper West Side,250.0,1
6358,9113032,Crown Heights,145.0,1
6359,9116018,Harlem,65.0,1
6360,9116126,Upper West Side,199.0,1
6361,9116734,Bedford Stuyvesant,55.0,1
6362,9117817,Bedford Stuyvesant,149.0,1
6363,9118958,Richmond Hill,50.0,1
6364,9121896,Harlem,50.0,1
6365,9125932,Bedford Stuyvesant,100.0,1
6366,9127163,Holliswood,79.0,1
6367,9130275,Gramercy,159.0,1
6368,9133278,Harlem,41.0,1
6369,9133645,Chinatown,220.0,1
6370,9138319,Prospect Lefferts Gardens,150.0,1
6371,9138664,Sunnyside,74.0,1
6372,9140055,Bedford Stuyvesant,49.0,1
6373,9145202,Jamaica,47.0,1
6374,9146175,Midtown,245.0,1
6375,9146595,Bedford Stuyvesant,115.0,1
6376,9147025,City Island,110.0,1
6377,9147431,Park Slope,125.0,1
6378,9148875,East Harlem,150.0,1
6379,9149930,West Village,150.0,1
6380,9150194,Williamsburg,79.0,1
6381,9152795,Williamsburg,120.0,1
6382,9155206,Bedford Stuyvesant,165.0,1
6383,9155212,East Village,85.0,1
6384,9156676,East New York,90.0,1
6385,9162161,Clinton,70.0,1
6386,9165191,Bedford Stuyvesant,40.0,1
6387,9167889,Harlem,130.0,1
6388,9170129,Harlem,249.0,1
6389,9172192,Clinton,169.0,1
6390,9175459,Chelsea,180.0,1
6391,9178165,Harlem,80.0,1
6392,9181483,East Village,90.0,1
6393,9182008,Astoria,140.0,1
6394,9185329,Greenpoint,108.0,1
6395,9185696,Queens Village,75.0,1
6396,9194620,Upper East Side,275.0,1
6397,9196408,Harlem,65.0,1
6398,9215307,Williamsburg,90.0,1
6399,9217707,Rego Park,125.0,1
6400,9227929,Harlem,201.0,1
6401,9230523,Prospect Lefferts Gardens,50.0,1
6402,9230738,Upper West Side,185.0,1
6403,9231083,Bedford Stuyvesant,85.0,1
6404,9232861,Midtown,132.0,1
6405,9237147,Clinton,300.0,1
6406,9238295,Midtown,179.0,1
6407,9240067,Upper East Side,170.0,1
6408,9240346,Gramercy,120.0,1
6409,9241956,Clinton,177.0,1
6410,9242243,Midtown,180.0,1
6411,9247687,Middle Village,70.0,1
6412,9248049,Clinton,165.0,1
6413,9250241,Midtown,159.0,1
6414,9253823,Upper West Side,250.0,1
6415,9253827,Williamsburg,125.0,1
6416,9255049,Bushwick,150.0,1
6417,9256750,Bushwick,50.0,1
6418,9260415,Pelham Gardens,47.0,1
6419,9260911,East Village,299.0,1
6420,9261392,Sunnyside,88.0,1
6421,9269126,Clinton,169.0,1
6422,9269191,Bedford Stuyvesant,110.0,1
6423,9271742,Bedford Stuyvesant,110.0,1
6424,9276587,Clinton,150.0,1
6425,9278192,Elmhurst,58.0,1
6426,9280902,Bedford Stuyvesant,98.0,1
6427,9281688,Crown Heights,40.0,1
6428,9281747,Clinton,135.0,1
6429,9282443,Lower East Side,250.0,1
6430,9300556,Bedford Stuyvesant,94.0,1
6431,9301647,Midtown,70.0,1
6432,9310959,Crown Heights,75.0,1
6433,9319688,Astoria,77.0,1
6434,9325979,Chinatown,190.0,1
6435,9328355,Bedford Stuyvesant,72.0,1
6436,9328578,Harlem,230.0,1
6437,9329015,East Harlem,250.0,1
6438,9329090,Midtown,140.0,1
6439,9331114,Williamsburg,140.0,1
6440,9331413,Williamsburg,181.0,1
6441,9331520,Bedford Stuyvesant,165.0,1
6442,9331671,Lower East Side,175.0,1
6443,9332872,Carroll Gardens,209.0,1
6444,9334185,Kingsbridge,75.0,1
6445,9339253,Clinton Hill,100.0,1
6446,9342019,Jackson Heights,144.0,1
6447,9343634,Gramercy,209.0,1
6448,9348111,Williamsburg,161.0,1
6449,9349010,Upper West Side,104.0,1
6450,9351006,Brownsville,69.0,1
6451,9351013,Astoria,89.0,1
6452,9355498,Bedford Stuyvesant,150.0,1
6453,9356909,Carroll Gardens,199.0,1
6454,9361107,Clinton Hill,170.0,1
