,id,neighbourhood,price,stay_type
15280,24845976,Astoria,120.0,1
15281,24846816,East Elmhurst,49.0,1
15282,24849193,Morningside Heights,125.0,1
15283,24849342,Greenwich Village,250.0,1
15284,24850009,Prospect Lefferts Gardens,75.0,1
15285,24853574,Upper West Side,150.0,1
15286,24853936,Jamaica,80.0,1
15287,24854139,Greenpoint,100.0,1
15288,24856606,Jamaica,70.0,1
15289,24857291,Flushing,60.0,1
15290,24857741,Midtown,180.0,1
15291,24866257,Chelsea,175.0,1
15292,24866378,Flatbush,165.0,1
15293,24868751,Washington Heights,50.0,1
15294,24868956,Flushing,60.0,1
15295,24870818,Flushing,50.0,1
15296,24871506,Little Italy,110.0,1
15297,24872073,Bedford Stuyvesant,50.0,1
15298,24872721,Washington Heights,150.0,1
15299,24873530,Bedford Stuyvesant,45.0,1
15300,24873980,Harlem,75.0,1
15301,24874559,Upper West Side,91.0,1
15302,24879207,Far Rockaway,250.0,1
15303,24883987,Prospect Lefferts Gardens,80.0,1
15304,24884922,East Village,136.0,1
15305,24885715,East New York,99.0,1
15306,24886110,High Bridge,103.0,1
15307,24889615,Upper West Side,120.0,1
15308,24889922,Glendale,50.0,1
15309,24891549,Bedford Stuyvesant,80.0,1
15310,24891651,Astoria,49.0,1
15311,24893756,East Elmhurst,60.0,1
15312,24896533,Clinton Hill,70.0,1
15313,24899087,Ridgewood,55.0,1
15314,24908887,Harlem,225.0,1
15315,24910361,Neponsit,200.0,1
15316,24911170,Bedford Stuyvesant,99.0,1
15317,24911468,Flushing,115.0,1
15318,24912129,Williamsburg,225.0,1
15319,24912450,Bedford Stuyvesant,95.0,1
15320,24913445,Bushwick,65.0,1
15321,24913510,SoHo,160.0,1
15322,24915585,Gramercy,175.0,1
15323,24916571,Greenpoint,130.0,1
15324,24916744,East Flatbush,80.0,1
15325,24917079,East Village,300.0,1
15326,24917120,Greenwich Village,215.0,1
15327,24918572,Crown Heights,295.0,1
15328,24919725,Midtown,85.0,1
15329,24919742,Windsor Terrace,150.0,1
15330,24919764,Bedford Stuyvesant,225.0,1
15331,24921584,Prospect Lefferts Gardens,75.0,1
15332,24921735,Jamaica,140.0,1
15333,24931508,Williamsburg,265.0,1
15334,24933154,Flatbush,150.0,1
15335,24933530,East Flatbush,91.0,1
15336,24935780,Clinton,185.0,1
15337,24938183,East Village,330.0,1
15338,24939648,Flushing,50.0,1
15339,24940447,Harlem,79.0,1
15340,24942175,Bushwick,200.0,1
15341,24942569,Navy Yard,140.0,1
15342,24943283,Financial District,295.0,1
15343,24943484,Canarsie,125.0,1
15344,24943768,Murray Hill,150.0,1
15345,24945253,Arverne,350.0,1
15346,24945323,Upper West Side,175.0,1
15347,24945511,Harlem,105.0,1
15348,24945567,Bushwick,54.0,1
15349,24945710,Ridgewood,90.0,1
15350,24958209,Crown Heights,139.0,1
15351,24959305,Bushwick,135.0,1
15352,24961967,Canarsie,140.0,1
15353,24962583,Gramercy,126.0,1
15354,24962971,Sunset Park,75.0,1
15355,24965059,Jamaica,50.0,1
15356,24965233,East Village,224.0,1
15357,24965423,Bedford Stuyvesant,95.0,1
15358,24965929,Fort Greene,108.0,1
15359,24966304,Harlem,160.0,1
15360,24967000,Grant City,72.0,1
15361,24967765,Upper East Side,199.0,1
15362,24968131,Sunnyside,50.0,1
15363,24968879,Astoria,169.0,1
15364,24968926,Bushwick,75.0,1
15365,24969653,Harlem,85.0,1
15366,24970116,Rego Park,99.0,1
15367,24970249,Great Kills,120.0,1
15368,24970982,Carroll Gardens,150.0,1
15369,24973698,Astoria,55.0,1
15370,24983373,Jamaica,40.0,1
15371,24985440,Woodhaven,42.0,1
15372,24987685,St. Albans,55.0,1
15373,24987915,East Harlem,180.0,1
15374,24988189,Upper West Side,225.0,1
15375,24990534,Crown Heights,150.0,1
15376,24991133,High Bridge,50.0,1
15377,24992418,Chelsea,170.0,1
15378,24992835,Clinton,350.0,1
15379,24995099,Brighton Beach,80.0,1
15380,24995291,East Harlem,300.0,1
15381,24995898,Bushwick,60.0,1
15382,24996332,East Elmhurst,54.0,1
15383,25002172,Kingsbridge,46.0,1
15384,25005483,Great Kills,180.0,1
15385,25005877,Williamsburg,168.0,1
15386,25007742,Clinton Hill,97.0,1
15387,25010171,Flushing,48.0,1
15388,25011664,East New York,95.0,1
15389,25011733,Chinatown,170.0,1
15390,25011804,East Harlem,125.0,1
15391,25012058,East Village,175.0,1
15392,25012966,Lower East Side,139.0,1
15393,25014162,Bedford Stuyvesant,75.0,1
15394,25015496,South Ozone Park,93.0,1
15395,25017403,Little Italy,89.0,1
15396,25017424,East New York,85.0,1
15397,25024676,Upper West Side,105.0,1
15398,25025092,Bedford Stuyvesant,100.0,1
15399,25025533,Clinton,198.0,1
15400,25028952,Clinton Hill,110.0,1
15401,25029794,East Village,206.0,1
15402,25030090,Bushwick,90.0,1
15403,25030446,Tribeca,220.0,1
15404,25030760,Sunset Park,150.0,1
15405,25032319,Bushwick,99.0,1
15406,25032957,Brooklyn Heights,185.0,1
15407,25033384,East Harlem,150.0,1
15408,25033659,East New York,175.0,1
15409,25033991,Bedford Stuyvesant,189.0,1
15410,25034086,East New York,51.0,1
15411,25036166,Park Slope,160.0,1
15412,25042316,Canarsie,65.0,1
15413,25045213,Downtown,130.0,1
15414,25047309,Bedford Stuyvesant,96.0,1
15415,25047693,Richmond Hill,89.0,1
15416,25048250,Prospect Heights,70.0,1
15417,25049092,Harlem,69.0,1
15418,25051166,Washington Heights,50.0,1
15419,25053445,Brooklyn Heights,120.0,1
15420,25054120,Flatbush,197.0,1
15421,25055293,Ridgewood,105.0,1
15422,25055376,Harlem,170.0,1
15423,25055498,Flatbush,68.0,1
15424,25058563,Upper East Side,165.0,1
15425,25058903,Upper East Side,200.0,1
15426,25061086,Bedford Stuyvesant,265.0,1
15427,25070554,Tribeca,140.0,1
15428,25071113,East Village,128.0,1
15429,25071168,Park Slope,125.0,1
15430,25072401,East Village,150.0,1
15431,25073155,Harlem,80.0,1
15432,25074072,East Flatbush,350.0,1
15433,25077177,Clinton,140.0,1
15434,25077481,Bedford Stuyvesant,45.0,1
15435,25078650,Bedford Stuyvesant,70.0,1
15436,25080137,Williamsburg,110.0,1
15437,25082230,Pelham Bay,90.0,1
15438,25083937,Gramercy,176.0,1
15439,25084002,Harlem,90.0,1
15440,25085427,Clinton,120.0,1
15441,25085816,East Harlem,65.0,1
15442,25085980,Harlem,95.0,1
15443,25086038,Upper East Side,180.0,1
15444,25090268,Bushwick,60.0,1
15445,25098068,East Harlem,191.0,1
15446,25101192,Harlem,100.0,1
15447,25101744,Bedford Stuyvesant,113.0,1
15448,25103135,Harlem,43.0,1
15449,25104697,Upper West Side,95.0,1
15450,25107333,Clinton,200.0,1
15451,25108878,Bushwick,130.0,1
15452,25109931,Brighton Beach,100.0,1
15453,25110742,Midtown,190.0,1
15454,25112819,Harlem,150.0,1
15455,25113126,College Point,65.0,1
15456,25124293,Park Slope,120.0,1
15457,25125914,Clinton Hill,186.0,1
15458,25126089,Bedford Stuyvesant,120.0,1
15459,25126466,Glendale,50.0,1
15460,25127253,Clinton,239.0,1
15461,25127539,Prospect Lefferts Gardens,45.0,1
15462,25127644,Lower East Side,159.0,1
15463,25129958,Harlem,130.0,1
15464,25134311,East Harlem,250.0,1
15465,25134727,Bedford Stuyvesant,217.0,1
15466,25135765,Harlem,225.0,1
15467,25135772,Upper West Side,225.0,1
15468,25137152,East Village,140.0,1
15469,25137366,Astoria,49.0,1
15470,25138149,East Harlem,200.0,1
15471,25138442,East Harlem,112.0,1
15472,25138975,Rockaway Beach,89.0,1
15473,25140000,Williamsburg,209.0,1
15474,25140344,Williamsburg,300.0,1
15475,25140559,Astoria,49.0,1
15476,25140787,Astoria,50.0,1
15477,25142331,Upper West Side,294.0,1
15478,25153614,Crown Heights,150.0,1
15479,25153931,East Village,89.0,1
15480,25155248,East New York,79.0,1
15481,25155346,Upper East Side,70.0,1
15482,25157541,Glendale,190.0,1
15483,25158455,Park Slope,195.0,1
15484,25160226,East Flatbush,150.0,1
15485,25161242,Middle Village,86.0,1
15486,25161732,Gramercy,160.0,1
15487,25163519,East Harlem,150.0,1
15488,25165611,Bedford Stuyvesant,45.0,1
15489,25167654,Bushwick,78.0,1
15490,25168638,East Elmhurst,169.0,1
15491,25172224,Greenpoint,99.0,1
15492,25180598,Greenpoint,105.0,1
15493,25182363,Williamsburg,85.0,1
15494,25184439,Financial District,232.0,1
15495,25184591,Bushwick,40.0,1
15496,25186915,Red Hook,100.0,1
15497,25187576,South Ozone Park,69.0,1
15498,25187986,Upper East Side,180.0,1
15499,25188064,Bedford Stuyvesant,150.0,1
15500,25188424,Bedford Stuyvesant,88.0,1
15501,25189853,Financial District,169.0,1
15502,25189933,Great Kills,40.0,1
15503,25191316,Great Kills,50.0,1
15504,25193752,Elmhurst,85.0,1
15505,25194498,Greenwich Village,65.0,1
15506,25197784,Bedford Stuyvesant,100.0,1
15507,25202604,Park Slope,295.0,1
15508,25204636,West Village,89.0,1
15509,25205044,Canarsie,49.0,1
15510,25205158,St. George,75.0,1
15511,25207662,Inwood,149.0,1
15512,25208234,Ridgewood,110.0,1
15513,25209293,Little Italy,182.0,1
15514,25209619,Bedford Stuyvesant,65.0,1
15515,25215547,Bedford Stuyvesant,85.0,1
15516,25221034,Gramercy,110.0,1
15517,25221993,Williamsburg,140.0,1
15518,25224320,Bedford Stuyvesant,85.0,1
15519,25226807,Bedford Stuyvesant,130.0,1
15520,25227782,Throggs Neck,74.0,1
15521,25229392,East Harlem,99.0,1
15522,25229464,Kensington,62.0,1
15523,25230902,East Village,200.0,1
15524,25231000,West Village,180.0,1
15525,25234017,East New York,100.0,1
15526,25234732,Upper East Side,120.0,1
15527,25236588,Borough Park,55.0,1
15528,25236786,Borough Park,60.0,1
15529,25236926,Clinton,199.0,1
15530,25245882,Jackson Heights,175.0,1
15531,25249692,Midtown,175.0,1
15532,25252356,Downtown,150.0,1
15533,25252879,Williamsburg,200.0,1
15534,25255024,Pelham Gardens,86.0,1
15535,25255214,Sunset Park,260.0,1
15536,25255942,Bushwick,65.0,1
15537,25257443,East Village,165.0,1
15538,25259845,Chelsea,140.0,1
15539,25262112,East Village,62.0,1
15540,25262580,Little Italy,100.0,1
15541,25263729,Harlem,44.0,1
15542,25264902,Sunnyside,70.0,1
15543,25264929,Inwood,149.0,1
15544,25265496,Bedford Stuyvesant,145.0,1
15545,25265984,Washington Heights,50.0,1
15546,25266135,Washington Heights,50.0,1
15547,25266169,Bushwick,80.0,1
15548,25266474,Williamsburg,60.0,1
15549,25267333,Canarsie,92.0,1
15550,25274161,Woodside,80.0,1
15551,25277640,Sunset Park,155.0,1
15552,25278248,Bushwick,65.0,1
15553,25278711,Clinton,156.0,1
15554,25280953,Bedford Stuyvesant,80.0,1
15555,25283412,Bedford Stuyvesant,45.0,1
15556,25285275,Gramercy,250.0,1
15557,25285637,Midtown,199.0,1
15558,25288200,East Harlem,85.0,1
15559,25288759,Bedford Stuyvesant,65.0,1
15560,25288989,East Village,100.0,1
15561,25290477,Harlem,80.0,1
15562,25291991,Harlem,100.0,1
15563,25292877,Williamsburg,200.0,1
15564,25293702,Harlem,75.0,1
15565,25294143,Brooklyn Heights,245.0,1
15566,25296394,Pelham Bay,195.0,1
15567,25297710,Bushwick,45.0,1
15568,25298259,Bushwick,93.0,1
15569,25308563,Jackson Heights,40.0,1
15570,25309799,Williamsburg,65.0,1
15571,25310242,Astoria,156.0,1
15572,25310404,Bedford Stuyvesant,60.0,1
15573,25310497,Bedford Stuyvesant,60.0,1
15574,25313204,Bedford Stuyvesant,108.0,1
15575,25313748,Clinton,269.0,1
15576,25314610,Harlem,200.0,1
15577,25315154,Pelham Gardens,80.0,1
15578,25315860,Sheepshead Bay,61.0,1
15579,25316571,Greenpoint,200.0,1
15580,25317547,Harlem,50.0,1
15581,25317671,Briarwood,100.0,1
15582,25317793,Sunnyside,65.0,1
15583,25319356,Washington Heights,55.0,1
15584,25323294,Financial District,245.0,1
15585,25323446,East Elmhurst,132.0,1
15586,25323809,Kingsbridge,45.0,1
15587,25324132,Chinatown,155.0,1
15588,25324289,Clinton,225.0,1
15589,25327993,Little Italy,100.0,1
15590,25328081,Little Italy,110.0,1
15591,25328184,Bedford Stuyvesant,160.0,1
15592,25335433,Upper West Side,220.0,1
15593,25338619,East Village,350.0,1
15594,25339184,Williamsburg,53.0,1
15595,25340524,Gramercy,145.0,1
15596,25341465,Corona,60.0,1
15597,25342124,Clinton,85.0,1
15598,25343141,Flatbush,60.0,1
15599,25344034,Corona,65.0,1
15600,25344841,Harlem,130.0,1
15601,25347359,Canarsie,135.0,1
15602,25348299,Bedford Stuyvesant,85.0,1
15603,25349299,Red Hook,117.0,1
15604,25350452,Bushwick,95.0,1
15605,25350617,Fort Greene,75.0,1
15606,25350875,Bushwick,140.0,1
15607,25354569,Bedford Stuyvesant,200.0,1
15608,25354678,Eastchester,149.0,1
15609,25355219,Prospect Lefferts Gardens,85.0,1
15610,25355845,Chelsea,200.0,1
15611,25356602,Jamaica,60.0,1
15612,25356696,East Village,150.0,1
15613,25369155,Boerum Hill,140.0,1
15614,25369739,Gowanus,200.0,1
15615,25370297,West Village,120.0,1
15616,25370919,Boerum Hill,175.0,1
15617,25371790,Red Hook,170.0,1
15618,25372531,Bedford Stuyvesant,90.0,1
15619,25374003,Astoria,110.0,1
15620,25374851,Little Italy,89.0,1
15621,25378040,Little Italy,70.0,1
15622,25378614,East Elmhurst,80.0,1
15623,25379058,East Flatbush,65.0,1
15624,25379780,Park Slope,150.0,1
15625,25380189,Chelsea,100.0,1
15626,25380780,Harlem,150.0,1
15627,25383265,Williamsburg,69.0,1
15628,25392508,Williamsburg,55.0,1
15629,25395740,West Village,175.0,1
15630,25396809,Ridgewood,90.0,1
15631,25396834,Bedford Stuyvesant,60.0,1
15632,25397054,Harlem,100.0,1
15633,25399303,Washington Heights,47.0,1
15634,25399452,West Village,160.0,1
15635,25401843,Rego Park,80.0,1
15636,25403075,Washington Heights,81.0,1
15637,25404381,Crown Heights,183.0,1
15638,25407116,Longwood,60.0,1
15639,25415951,Inwood,120.0,1
15640,25417007,Greenpoint,156.0,1
15641,25417035,Brooklyn Heights,300.0,1
15642,25420704,Sheepshead Bay,70.0,1
15643,25421108,Lower East Side,80.0,1
15644,25424320,Greenpoint,110.0,1
15645,25425106,Crown Heights,100.0,1
15646,25426171,Clinton,55.0,1
15647,25426781,Park Slope,75.0,1
15648,25427351,Boerum Hill,160.0,1
15649,25428573,Washington Heights,120.0,1
15650,25434447,Williamsburg,230.0,1
15651,25441693,Crown Heights,125.0,1
15652,25442072,Williamsburg,100.0,1
15653,25443451,Tribeca,300.0,1
15654,25444327,Upper West Side,125.0,1
15655,25446811,Williamsburg,100.0,1
15656,25447407,Chelsea,250.0,1
15657,25447820,Astoria,50.0,1
15658,25448433,Rego Park,70.0,1
15659,25448475,Hunters Point,43.0,1
15660,25448758,Williamsburg,95.0,1
15661,25452071,East Village,190.0,1
15662,25452588,Murray Hill,207.0,1
15663,25453503,Williamsburg,100.0,1
15664,25453535,Murray Hill,180.0,1
15665,25455908,Upper West Side,99.0,1
15666,25456296,Hollis,50.0,1
15667,25456951,Williamsburg,190.0,1
15668,25457583,Washington Heights,55.0,1
15669,25460977,Crown Heights,75.0,1
15670,25464685,Clinton,69.0,1
15671,25464886,Clinton,99.0,1
15672,25465008,Clinton,65.0,1
15673,25465160,Clinton,65.0,1
15674,25470017,Crown Heights,50.0,1
15675,25470372,Williamsburg,250.0,1
15676,25474632,Hunters Point,55.0,1
15677,25475257,Clinton Hill,95.0,1
15678,25475518,East Harlem,115.0,1
15679,25476838,North Riverdale,105.0,1
15680,25476912,Belle Harbor,200.0,1
15681,25477608,Upper West Side,123.0,1
15682,25480524,Upper West Side,120.0,1
15683,25480539,High Bridge,70.0,1
15684,25482581,Upper West Side,140.0,1
15685,25484515,Eastchester,125.0,1
15686,25486302,Gramercy,125.0,1
15687,25486542,Upper East Side,90.0,1
15688,25487254,Upper West Side,195.0,1
15689,25487784,Bedford Stuyvesant,230.0,1
15690,25489369,West Village,325.0,1
15691,25492031,Upper West Side,132.0,1
15692,25492295,Harlem,180.0,1
15693,25492971,Upper West Side,149.0,1
15694,25493246,Flatbush,90.0,1
15695,25493355,Upper West Side,149.0,1
15696,25501491,Graniteville,115.0,1
15697,25503835,Canarsie,100.0,1
15698,25504641,Midtown,160.0,1
15699,25505473,Sunnyside,100.0,1
15700,25507340,Sunset Park,75.0,1
15701,25509463,Sunset Park,149.0,1
15702,25510738,Upper West Side,182.0,1
15703,25512049,Greenpoint,160.0,1
15704,25516958,Chelsea,179.0,1
15705,25517407,Williamsburg,100.0,1
15706,25517826,Clinton,136.0,1
15707,25518394,Morris Park,125.0,1
15708,25518572,Midwood,60.0,1
15709,25518658,West Village,200.0,1
15710,25519328,Harlem,235.0,1
15711,25519673,Midtown,249.0,1
15712,25519674,Clinton,125.0,1
15713,25521464,Arverne,325.0,1
15714,25534630,Gowanus,150.0,1
15715,25534977,Midtown,150.0,1
15716,25537456,Upper East Side,165.0,1
15717,25538397,Hunters Point,189.0,1
15718,25541005,Financial District,225.0,1
15719,25543393,Williamsburg,350.0,1
15720,25544243,Washington Heights,115.0,1
15721,25545177,Ridgewood,100.0,1
15722,25545372,Washington Heights,43.0,1
15723,25545392,Washington Heights,120.0,1
15724,25546222,Bedford Stuyvesant,215.0,1
15725,25546901,Prospect Lefferts Gardens,200.0,1
15726,25547839,Clinton,299.0,1
15727,25548071,SoHo,115.0,1
15728,25551687,Williamsburg,84.0,1
15729,25552076,Williamsburg,170.0,1
15730,25568873,Crown Heights,47.0,1
15731,25571627,Flatlands,125.0,1
15732,25572892,Murray Hill,177.0,1
15733,25583366,Upper East Side,180.0,1
15734,25584852,Washington Heights,65.0,1
15735,25584983,Chinatown,200.0,1
15736,25587778,Woodside,50.0,1
15737,25587783,Bushwick,150.0,1
15738,25588085,Crown Heights,159.0,1
15739,25590224,Harlem,100.0,1
15740,25590707,Flushing,65.0,1
15741,25602541,Gramercy,185.0,1
15742,25610763,Clinton,62.0,1
15743,25610990,Greenpoint,180.0,1
15744,25616450,South Bronx,150.0,1
15745,25619146,Clinton Hill,99.0,1
15746,25619849,East Village,100.0,1
15747,25622377,Canarsie,49.0,1
15748,25622574,Borough Park,50.0,1
15749,25624101,East Harlem,83.0,1
15750,25626152,East Flatbush,45.0,1
15751,25626932,Tompkinsville,161.0,1
15752,25635162,Astoria,90.0,1
15753,25635216,Upper West Side,85.0,1
15754,25637401,Clinton,69.0,1
15755,25639256,Clinton,65.0,1
15756,25639737,Clinton,99.0,1
15757,25665981,Ozone Park,110.0,1
15758,25666271,Clinton,70.0,1
15759,25668516,Clinton,100.0,1
15760,25673527,Gramercy,110.0,1
15761,25673769,Astoria,60.0,1
15762,25674277,Upper West Side,98.0,1
15763,25674366,Williamsburg,295.0,1
15764,25674371,Queens Village,80.0,1
15765,25677480,Upper East Side,70.0,1
15766,25678517,Upper West Side,98.0,1
15767,25678522,West Village,186.0,1
15768,25679063,Briarwood,60.0,1
15769,25679101,Upper West Side,97.0,1
15770,25679492,Briarwood,60.0,1
15771,25679709,Upper West Side,98.0,1
15772,25680422,Williamsburg,200.0,1
15773,25680531,Clinton,62.0,1
15774,25681692,Clinton,62.0,1
15775,25683401,Upper East Side,138.0,1
15776,25683408,Harlem,65.0,1
15777,25683815,Fort Greene,90.0,1
15778,25684094,Rockaway Beach,99.0,1
15779,25686640,East Village,350.0,1
15780,25689024,East Flatbush,85.0,1
15781,25694039,Financial District,200.0,1
15782,25698744,East Harlem,90.0,1
15783,25719557,Maspeth,149.0,1
15784,25722216,Briarwood,50.0,1
15785,25723733,Jamaica,65.0,1
15786,25725858,Bedford Stuyvesant,87.0,1
15787,25727611,Bedford Stuyvesant,87.0,1
15788,25728315,Crown Heights,149.0,1
15789,25728623,Williamsburg,169.0,1
15790,25734018,Park Slope,305.0,1
15791,25734716,Greenpoint,102.0,1
15792,25736749,Upper West Side,220.0,1
15793,25737165,Financial District,179.0,1
15794,25739336,Borough Park,50.0,1
15795,25740704,East Flatbush,140.0,1
15796,25745372,East Village,124.0,1
15797,25755215,Williamsburg,135.0,1
15798,25763994,Harlem,55.0,1
15799,25764974,Midtown,131.0,1
15800,25765042,Bushwick,100.0,1
15801,25769495,NoHo,80.0,1
15802,25769883,Bedford Stuyvesant,89.0,1
15803,25770425,St. George,97.0,1
15804,25771285,Harlem,45.0,1
15805,25772415,Flatbush,45.0,1
15806,25773391,Fort Greene,75.0,1
15807,25774787,Upper East Side,189.0,1
15808,25776030,Murray Hill,120.0,1
15809,25779152,Bedford Stuyvesant,165.0,1
15810,25779464,Harlem,56.0,1
15811,25779937,Harlem,52.0,1
15812,25780953,West Village,250.0,1
15813,25781295,Sunnyside,89.0,1
15814,25781535,Sunnyside,89.0,1
15815,25782709,Bedford Stuyvesant,49.0,1
15816,25785298,Williamsburg,88.0,1
15817,25786000,Midtown,186.0,1
15818,25788995,Upper West Side,90.0,1
15819,25794631,Bedford Stuyvesant,70.0,1
15820,25796599,Bedford Stuyvesant,40.0,1
15821,25798517,Bushwick,50.0,1
15822,25799803,Williamsburg,95.0,1
15823,25799863,East Village,149.0,1
15824,25802560,Bushwick,75.0,1
15825,25802592,Sunnyside,65.0,1
15826,25802893,Borough Park,100.0,1
15827,25803743,Harlem,80.0,1
15828,25805430,East Flatbush,125.0,1
15829,25806562,Flatbush,50.0,1
15830,25807578,Prospect Lefferts Gardens,100.0,1
15831,25807815,Harlem,43.0,1
15832,25809641,Red Hook,200.0,1
15833,25810632,Clinton,55.0,1
15834,25810744,Clinton,54.0,1
15835,25810952,Financial District,80.0,1
15836,25811286,East Village,140.0,1
15837,25811825,Clinton,250.0,1
15838,25812187,Astoria,250.0,1
15839,25812700,Bedford Stuyvesant,140.0,1
15840,25812852,Upper East Side,111.0,1
15841,25812971,Chinatown,160.0,1
15842,25813254,Clinton,150.0,1
15843,25813279,Upper West Side,60.0,1
15844,25813280,Williamsburg,70.0,1
15845,25813322,Prospect Lefferts Gardens,70.0,1
15846,25813796,Brownsville,50.0,1
15847,25813849,East Village,200.0,1
15848,25814039,Upper West Side,125.0,1
15849,25814918,Clinton,60.0,1
15850,25815036,Bushwick,40.0,1
15851,25815620,Van Nest,107.0,1
15852,25815764,Clinton,62.0,1
15853,25815781,West Village,195.0,1
15854,25816034,Van Nest,150.0,1
15855,25816999,Borough Park,50.0,1
15856,25817508,Washington Heights,85.0,1
15857,25817824,East Flatbush,110.0,1
15858,25823670,Upper East Side,211.0,1
15859,25826202,Clinton,100.0,1
15860,25828589,Flatbush,45.0,1
15861,25834067,Clinton,62.0,1
15862,25834338,Williamsburg,170.0,1
15863,25834662,Clinton,62.0,1
15864,25835087,Ozone Park,60.0,1
15865,25837179,Astoria,51.0,1
15866,25837478,Bushwick,70.0,1
15867,25837865,Harlem,105.0,1
15868,25837948,Woodhaven,60.0,1
15869,25838887,Chinatown,100.0,1
15870,25838923,Chinatown,122.0,1
15871,25840272,Chelsea,299.0,1
15872,25841417,Jamaica,85.0,1
15873,25841637,Chinatown,90.0,1
15874,25841768,Greenpoint,124.0,1
15875,25842433,Elmhurst,42.0,1
15876,25842847,Jamaica,80.0,1
15877,25843716,Jamaica,85.0,1
15878,25852200,Clinton,69.0,1
15879,25852575,Clinton,69.0,1
15880,25855178,Harlem,180.0,1
15881,25855773,Bedford Stuyvesant,125.0,1
15882,25857843,Brighton Beach,75.0,1
15883,25860068,Upper East Side,55.0,1
15884,25860270,East Village,65.0,1
15885,25868880,Clinton,195.0,1
15886,25869269,East Harlem,70.0,1
15887,25870315,Far Rockaway,105.0,1
15888,25870547,East Village,60.0,1
15889,25872255,Jamaica,340.0,1
15890,25872986,Washington Heights,88.0,1
15891,25873511,Astoria,70.0,1
15892,25874845,Harlem,65.0,1
15893,25885192,Upper East Side,125.0,1
15894,25885278,Throggs Neck,100.0,1
15895,25887684,Jamaica Estates,125.0,1
15896,25887913,Bushwick,40.0,1
15897,25891334,Bedford Stuyvesant,45.0,1
15898,25893224,Sunset Park,90.0,1
15899,25893890,Clinton,134.0,1
15900,25893935,Midtown,250.0,1
15901,25894924,Jamaica,75.0,1
15902,25894982,Fort Greene,80.0,1
15903,25895122,Crown Heights,300.0,1
15904,25895519,Harlem,52.0,1
15905,25903655,Williamsburg,250.0,1
15906,25905991,Forest Hills,325.0,1
15907,25909161,Upper East Side,150.0,1
15908,25911322,Gowanus,75.0,1
15909,25917234,Tribeca,275.0,1
15910,25917853,Prospect Lefferts Gardens,110.0,1
15911,25918623,Mott Haven,115.0,1
15912,25918869,Columbia Street Waterfront District,160.0,1
15913,25921999,Murray Hill,184.0,1
15914,25922009,Murray Hill,189.0,1
15915,25925504,SoHo,129.0,1
15916,25927829,SoHo,119.0,1
15917,25928236,SoHo,119.0,1
15918,25931882,Clinton Hill,65.0,1
15919,25933647,Washington Heights,40.0,1
15920,25934111,Bushwick,45.0,1
15921,25937419,Harlem,65.0,1
15922,25938492,East Harlem,190.0,1
15923,25942651,Washington Heights,65.0,1
15924,25943177,Sunnyside,129.0,1
15925,25947865,Borough Park,60.0,1
15926,25947875,Borough Park,60.0,1
15927,25948225,Bushwick,70.0,1
15928,25949359,Midwood,155.0,1
15929,25950590,Upper West Side,115.0,1
15930,25951810,East Village,169.0,1
15931,25962847,Harlem,85.0,1
15932,25963570,Bedford Stuyvesant,109.0,1
15933,25966512,Harlem,45.0,1
15934,25967882,Upper East Side,115.0,1
15935,25967894,Washington Heights,100.0,1
15936,25970374,Upper East Side,125.0,1
15937,25972861,Kew Gardens Hills,95.0,1
15938,25973941,Williamsburg,347.0,1
15939,25974812,Bushwick,50.0,1
15940,25975428,Crown Heights,190.0,1
15941,25977603,Harlem,299.0,1
15942,25979705,SoHo,175.0,1
15943,25995062,Prospect Lefferts Gardens,90.0,1
15944,25996892,Greenwich Village,90.0,1
15945,25998807,Clinton,98.0,1
15946,25999678,Bushwick,140.0,1
15947,26000019,Washington Heights,50.0,1
15948,26000559,Williamsburg,62.0,1
15949,26001925,Washington Heights,90.0,1
15950,26002676,Williamsburg,350.0,1
15951,26003667,Williamsburg,62.0,1
15952,26003692,Wakefield,45.0,1
15953,26004226,Upper East Side,125.0,1
15954,26004664,Midtown,333.0,1
15955,26005261,East Village,250.0,1
15956,26006150,Bushwick,100.0,1
15957,26010424,Inwood,95.0,1
15958,26012750,Lower East Side,220.0,1
15959,26013177,Canarsie,100.0,1
15960,26026530,Bushwick,90.0,1
15961,26026904,Sunset Park,55.0,1
15962,26028612,Clinton,99.0,1
15963,26029571,Crown Heights,200.0,1
15964,26029677,Greenpoint,120.0,1
15965,26031698,Bushwick,149.0,1
15966,26033022,Crown Heights,190.0,1
15967,26033963,West Village,230.0,1
15968,26035003,Clinton Hill,50.0,1
15969,26035069,Harlem,97.0,1
15970,26035350,Williamsburg,76.0,1
15971,26035905,Prospect Lefferts Gardens,60.0,1
15972,26036438,Upper West Side,350.0,1
15973,26037255,West Village,209.0,1
15974,26037496,Harlem,125.0,1
15975,26038458,Bedford Stuyvesant,150.0,1
15976,26038825,Harlem,125.0,1
15977,26039252,West Village,50.0,1
15978,26040209,East Village,60.0,1
15979,26040453,Bedford Stuyvesant,150.0,1
15980,26041689,East Flatbush,200.0,1
15981,26043335,Kensington,60.0,1
15982,26043558,Bedford Stuyvesant,183.0,1
15983,26050423,Bushwick,60.0,1
15984,26052294,Greenwich Village,100.0,1
15985,26053340,Williamsburg,70.0,1
15986,26055132,Glendale,83.0,1
15987,26055709,Crown Heights,67.0,1
15988,26057252,Bedford Stuyvesant,41.0,1
15989,26058246,Bushwick,70.0,1
